"","Date","Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
"1",2001-01-02,0.00660063299635126,0.11583699855444,0.0508872839240892,-0.00491699156482631,0.00787837722554367,0.000578516538294771
"2",2001-01-03,0.062427499604658,0.0383097794506201,0.0195964359112225,-0.0370932141650877,0.0180703350487343,0.00057714347804283
"3",2001-01-04,-0.000309833342629509,-0.0140667877504521,-0.00973132327324699,-0.000441283177003111,-0.0143716759163294,0.000573708756889779
"4",2001-01-05,-0.0128392353303077,0.0156393037723752,8.25082669940348e-05,0.0100172530916814,0.0257814401564375,0.000572677763190921
"5",2001-01-08,0.00398162807542645,-0.00459740516930821,0.014498400210312,-0.00963693356306293,-0.000267688725156173,0.000572677763190921
"6",2001-01-09,0.0199855276653195,0.00342015306059577,0.0152796758544138,0.000237637513675303,-0.00200432479444551,0.0005699271423385
"7",2001-01-10,-0.00436797377537341,0.0161304109578324,0.00296960312005421,-0.00643063816379303,0.0243509469666166,0.000569583181243116
"8",2001-01-11,0.00469360573854268,-0.0115939056069168,0.00701021508534324,0.000196138639203672,-0.00891462335932936,0.000567862930444862
"9",2001-01-12,-0.00678320612214271,0.0107793602736265,0.00628914327648296,-0.000191599700785249,0.0151097720317897,0.000567174622212674
"10",2001-01-15,0.00510991742465377,-0.00295184602951114,0.00309327576092911,-0.0113264526999276,0.001727280371858,0.000565797649100475
"11",2001-01-16,-0.0074727857006801,0.00321781114816125,-0.00457068170021996,0.0296291575917501,0.0031757440266507,0.000566486195111571
"12",2001-01-17,0.0209894176448452,0.013812350692371,0.0114321121648447,0.00382276289284261,-0.00160540579196637,0.000565108984138085
"13",2001-01-18,0.0228937193186691,-0.0218466468915858,-0.00473862341175934,0.0183492287051407,-0.00191465668242155,0.000564420200183324
"14",2001-01-19,0.00566603796837625,0.00893711605106487,0.000402881677141999,0.0212521224716446,0.0199430551737669,0.000563042275131487
"15",2001-01-22,-0.00717800786607434,0.00544910933135398,0.00589254243795811,0.00902084674977442,0.00552902812856909,0.000562008518680823
"16",2001-01-23,0.0199788953284847,0.0120512668668474,0.0165132791119767,-0.0187320565505478,-0.00303266304525488,0.000560974494079547
"17",2001-01-24,-0.00423013783680601,-0.0081570179935986,-0.00440543455968704,-0.0260077383584141,-0.0125907176247487,0.000559940201188214
"18",2001-01-26,0.00724125906131826,-0.00860537889754363,0.0145414067657977,-0.00785395223592787,-0.00353116035635222,0.000557180774109378
"19",2001-01-29,0.00209018152567436,-0.00437211285292024,-0.00593001279407493,-0.0214106418307596,-0.000203110181598118,0.000556490618774053
"20",2001-01-30,-0.00767754048846927,0.00897289930385064,0.00134472165394708,0.03407812554243,0.0105280450253274,0.000555455161678653
"21",2001-01-31,0.0028755719955987,-0.0166288286908042,-0.000728315874470646,0.00778192193380647,-0.0142147006601536,0.00055580034392988
"22",2001-02-01,-0.0274736006907834,0.0130154680223293,-0.00835414791222583,0.017958134074083,0.0214176485589459,0.00055580034392988
"23",2001-02-02,-0.0102213057346397,0.0253746068317097,0.0205008483250583,0.00274391998710781,0.0221057614150701,0.000555455161678653
"24",2001-02-05,-0.0101777345902072,0.00612720073468757,0.00171222541368597,0.00898385801880227,0.000491634702621395,0.000556835711377879
"25",2001-02-06,0.013221054734208,0.0157507522390355,0.00311441385339076,0.00720441097357991,0.00777601874946061,0.000557525806974102
"26",2001-02-07,-0.00802048616928649,-0.00336648616211177,0.0066852994369696,0.00327096361675965,0.00224100970771526,0.000558905639867158
"27",2001-02-08,0.0202185022885066,0.00724372853820146,0.0119537782844948,0.00100899651632742,0.0114339112574301,0.000557870809976935
"28",2001-02-09,-0.00704895602527991,0.00369710229127232,0.00474644606581055,0.00325041318071391,-0.00110416214009189,0.000556490618774053
"29",2001-02-12,-0.0119071362634969,0.00649242977816143,0.0111067895794335,0.0014936388517492,0.00610353235001865,0.000558560726418467
"30",2001-02-13,0.00691975708125011,0.000299373192129396,-0.0104321608836911,-0.00595129542733936,-0.00446416317403873,0.000557180774109378
